epoch,selected_frac,func_repl_frac,zero_frac
0,0.7861,0.000000,0.0039
100,0.7770,0.000000,0.0039
200,0.7777,0.000000,0.0039
300,0.7803,0.000000,0.0039
400,0.7811,0.000000,0.0039
500,0.7815,0.000000,0.0039
600,0.7754,0.000000,0.0039
700,0.7731,0.000000,0.0039
800,0.7762,0.000000,0.0040
900,0.7821,0.000000,0.0039
1000,0.7749,0.000000,0.0039
1100,0.7842,0.000000,0.0040
1200,0.7758,0.000000,0.0040
1300,0.7781,0.000000,0.0040
1400,0.7825,0.000000,0.0040
1500,0.7817,0.000000,0.0040
1600,0.7803,0.000000,0.0040
1700,0.7802,0.000000,0.0040
1800,0.7806,0.000000,0.0039
1900,0.7839,0.000000,0.0040
2000,0.7750,0.000000,0.0039
2100,0.7825,0.000000,0.0040
2200,0.7744,0.000000,0.0040
2300,0.7811,0.000000,0.0040
2400,0.7771,0.000000,0.0040
2500,0.7756,0.000000,0.0040
2600,0.7805,0.000000,0.0039
2700,0.7742,0.000000,0.0039
2800,0.7823,0.000000,0.0039
2900,0.7776,0.000000,0.0039
3000,0.7770,0.000000,0.0039
3100,0.7775,0.000000,0.0038
3200,0.7776,0.000000,0.0038
3300,0.7823,0.000000,0.0038
3400,0.7728,0.000000,0.0038
3500,0.7750,0.000000,0.0038
3600,0.7769,0.000000,0.0038
3700,0.7858,0.000000,0.0039
3800,0.7788,0.000000,0.0039
3900,0.7788,0.000000,0.0039
4000,0.7765,0.000000,0.0039
4100,0.7809,0.000000,0.0039
4200,0.7811,0.000000,0.0039
4300,0.7820,0.000000,0.0040
4400,0.7815,0.000000,0.0040
4500,0.7815,0.000000,0.0040
4600,0.7769,0.000000,0.0040
4700,0.7811,0.000000,0.0039
4800,0.7762,0.000000,0.0039
4900,0.7797,0.000000,0.0039
5000,0.7792,0.000000,0.0039
5100,0.7821,0.000000,0.0039
5200,0.7843,0.000000,0.0039
5300,0.7816,0.000000,0.0039
5400,0.7764,0.000000,0.0039
5500,0.7773,0.000000,0.0039
5600,0.7836,0.000000,0.0039
5700,0.7733,0.000000,0.0039
5800,0.7766,0.000000,0.0039
5900,0.7798,0.000000,0.0040
6000,0.7802,0.000000,0.0040
6100,0.7834,0.000000,0.0040
6200,0.7815,0.000000,0.0040
6300,0.7782,0.000000,0.0040
6400,0.7808,0.000000,0.0040
6500,0.7754,0.000000,0.0040
6600,0.7834,0.000000,0.0040
6700,0.7791,0.000000,0.0040
6800,0.7773,0.000000,0.0040
6900,0.7793,0.000000,0.0040
7000,0.7753,0.000000,0.0040
7100,0.7848,0.000000,0.0039
7200,0.7803,0.000000,0.0039
7300,0.7820,0.000000,0.0039
7400,0.7802,0.000000,0.0040
7500,0.7811,0.000000,0.0039
7600,0.7771,0.000000,0.0040
7700,0.7762,0.000000,0.0040
7800,0.7826,0.000000,0.0040
7900,0.7838,0.000000,0.0040
8000,0.7753,0.000000,0.0039
8100,0.7826,0.000000,0.0039
8200,0.7765,0.000000,0.0040
8300,0.7795,0.000000,0.0039
8400,0.7812,0.000000,0.0039
8500,0.7820,0.000000,0.0040
8600,0.7819,0.000000,0.0040
8700,0.7760,0.000000,0.0040
